Timestamp,What program are you in currently?,Gender,What year are you in?,Are you happy with your program?,1. What field interests you the most?,2. I would like to have been part of the team that was responsible for:,3. Who would be your dream professor?,4. I would enjoy working...,5. An ideal outfit to wear to work would be:,"6. When you start work, ideally you would want to...",7. I would rather design something that...,8. I would rather analyze...,9. I would rather gather information for solving a problem...,10. I prefer to...,11. I would rather work as part of a...,12. When working on a project would you rather,13. What cause do you care about the most?,14. When setting goals for yourself you find yourself thinking about...,15. You are most likely to eavesdrop in a conversation regarding,16. What subject would you like to develop your skills in?,"17. In an ideal setting, you are working with:",18. Would you prefer to be the leader on a team?
2016/11/07 5:30:02 PM EST,Mechatronics Engineering,Male,1,Yes,Manufacturing,The Automobile,"David Suzuki, Environmental Activist",In an office,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,Yes
2016/11/07 5:42:20 PM EST,Mechatronics Engineering,Male,2,Yes,Software Development,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the internal components of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes
2016/11/07 6:04:00 PM EST,Mechatronics Engineering,Female,3,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,Yes
2016/11/07 6:25:05 PM EST,Mechatronics Engineering,Male,Alumni,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes
2016/11/07 6:32:56 PM EST,Mechatronics Engineering,Female,3,Yes,Construction,The Robot,"David Suzuki, Environmental Activist",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Environment,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Machinery,Yes
2016/11/07 7:19:56 PM EST,Mechatronics Engineering,Male,2,Yes,Software Development,The Internet,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,People,Yes
2016/11/07 8:15:24 PM EST,Mechatronics Engineering,Male,1,Yes,Software Development,The CN Tower,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,No
2016/11/07 8:31:49 PM EST,Mechatronics Engineering,Male,1,Yes,Research,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the internal components of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Environment,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes
2016/11/07 8:39:19 PM EST,Mechatronics Engineering,Male,4,Yes,Research,The Automobile,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes
2016/11/07 9:00:08 PM EST,Mechatronics Engineering,Female,2,Yes,Software Development,The Robot,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Read,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,Yes
2016/11/07 9:32:37 PM EST,Mechatronics Engineering,Male,Alumni,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,No
2016/11/07 9:50:43 PM EST,Mechatronics Engineering,Male,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Math,Machinery,Yes
2016/11/07 10:07:55 PM EST,Mechatronics Engineering,Male,1,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,No
2016/11/07 11:42:04 PM EST,Mechatronics Engineering,Male,2,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes
2016/11/07 11:50:41 PM EST,Mechatronics Engineering,Female,1,Yes,Software Development,The Robot,"Mark Zuckerberg, Founder of Facebook",In a laboratory,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the internal components of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,Five years from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Math,Machinery,Yes
2016/11/08 1:03:18 AM EST,Mechatronics Engineering,Female,1,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No
2016/11/08 2:30:56 AM EST,Mechatronics Engineering,Male,3,Yes,Research,The Automobile,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Math,People,Yes
2016/11/08 3:38:35 AM EST,Mechatronics Engineering,Male,1,Yes,Software Development,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes
